tipo,seccion,titulo,subtitulo,url,thumbnail,fecha,medio,fecha_registro
articulo,/politica,Tacna: con 10 votos eligieron candidatos al Congreso,Lista del Frente Amplio solo obtuvo diez votos del los 26 que se emitieron. Su número de electores hábiles eran 608. ,https://larepublica.pe/politica/2020/12/02/tacna-con-10-votos-eligieron-candidatos-al-congreso-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/J6F2IGDCK5AGVEE3A7YI4CRFRQ.jpg,"12/02/2020, 8:48:34 AM",larepublica,2021-02-18 14:32:14
articulo,,Accidentada visita de Daniel Urresti en mercado de Arequipa,Sin empatía. Precandidato de Podemos Perú presidió conferencia en centro de abastos. Comerciantes cuestionaron la reunión por romper protocolos sanitarios y temor a clausura.,https://larepublica.pe/politica/2020/12/02/accidentada-visita-de-daniel-urresti-en-mercado-de-arequipa-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/QOQKGL6BHNHUVBO33TNZJDXNFQ.jpg,"12/02/2020, 6:32:49 AM",larepublica,2021-02-18 14:32:14
articulo,/sociedad,Ministerio de Defensa y ONPE coordinan apoyo para próximas elecciones,"Ejército, Marina de Guerra y Fuerza Aérea desplegarán sus recursos humanos y materiales para resguardar más de 16.000 locales de votación. ",https://larepublica.pe/sociedad/2020/12/01/ministerio-de-defensa-y-onpe-coordinan-apoyo-para-proximas-elecciones/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/EDMM3ZFT3RBN7KISEQUUFLK4SY.jpg,"12/01/2020, 10:38:41 PM",larepublica,2021-02-18 14:32:14
articulo,/verificador,Es falso que Salvador del Solar postule al Congreso en las Elecciones de 2021,"La publicación indica que entre los candidatos parlamentarios de Somos Perú con miras a los comicios electorales está el ex primer ministro Salvador del Solar. Sin embargo, esto no es cierto.",https://larepublica.pe/verificador/2020/12/01/es-falso-que-salvador-del-solar-postule-al-congreso-en-las-elecciones-de-2021/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/KCOQQZWUH5H7ZNY5KC4JPHPZMI.jpg,"12/01/2020, 3:29:33 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Arequipa: comerciantes abuchean a Daniel Urresti de mercado,Vendedores del Mercado 4 de Agosto señalaron que no sabían que Urresti iba a dar una conferencia y lo retiraron para evitar el cierre de sus negocios por el incumplimiento de medidas de bioseguridad.,https://larepublica.pe/politica/2020/12/01/arequipa-comerciantes-retiran-a-daniel-urresti-de-mercado-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/PHPQDYG7OVC4HCZ3O6N6GA2FC4.jpg,"12/01/2020, 2:11:49 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Corvetto: Participación en las elecciones internas nunca ha sido masiva,Jefe de la ONPE señaló que el voto no obligatorio en los comicios internos resta potencia a los partidos políticos para movilizar a sus afiliados.,https://larepublica.pe/elecciones/2020/12/01/corvetto-participacion-en-las-elecciones-internas-nunca-ha-sido-masiva-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/7XRQSWZMPVEPHI5UZ26JRLUCYQ.jpg,"12/01/2020, 10:36:37 AM",larepublica,2021-02-18 14:32:14
articulo,/politica,La Libertad: ONPE anuncia a los posibles candidatos para el Congreso 2021 ,"En la mayoría de las agrupaciones políticas, se presentó una sola lista para las elecciones internas, por lo que el proceso de revisión de actas fue más rápido.",https://larepublica.pe/politica/2020/12/01/la-libertad-onpe-anuncia-a-los-posibles-candidatos-para-el-congreso-2021-lrnd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/4VTY7VJFRBBAJJ62WQUTNLABAU.jpeg,"12/01/2020, 10:29:50 AM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Daniel Salaverry: Martín Vizcarra y yo no somos ningunos improvisados,El candidato presidencial de Somos Perú señaló que él y Vizcarra son “una dupla ganadora” de cara a los comicios del 2021.,https://larepublica.pe/elecciones/2020/11/30/daniel-salaverry-martin-vizcarra-y-yo-no-somos-ningunos-improvisados/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/X6ZOORVP6NDGPG235E5A74HW6U.jpg,"12/01/2020, 7:37:53 AM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Ausentismo opaca jornada de elecciones internas,"Baja concurrencia. Según avance de la ONPE, el domingo acudieron a las urnas 78 mil ciudadanos, lo que equivale apenas al 4.7% del total de afiliados de los 24 partidos en contienda. Los partidos con mayor participación son Acción Popular, APRA y el Frepap. Los grupos con la más baja convocatoria son Perú Nación, Contigo y PPS. Hasta el momento ya tenemos 8 candidatos presidenciales. El domingo ratifican a 16 con sistema de cúpulas.",https://larepublica.pe/elecciones/2020/12/01/ausentismo-opaca-jornada-de-elecciones-internas-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/HXTUT4LKHRC33N3CDPYFUC43UA.jpg,"12/01/2020, 4:55:47 AM",larepublica,2021-02-18 14:32:14
articulo,/sociedad,Lambayeque: eligen candidatos al Congreso en el marco de la reforma política,"JNE y ONPE participaron en elecciones internas. Sin embargo, la ausencia de votantes superó el 90%, tal fue el caso del Partido Nacionalista y APP.",https://larepublica.pe/sociedad/2020/11/30/lambayeque-eligen-candidatos-al-congreso-en-el-marco-de-la-reforma-politica-lrnd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/TSMDR2CO4FBPBP4ZDMJV54X7FA.gif,"11/30/2020, 10:18:24 PM",larepublica,2021-02-18 14:32:14
